alpha,area_under_train_loss_curve,area_under_val_loss_curve,best_epoch,best_val_loss,dataset,ensemble_size,fidelity_final,fidelity_initial,final_test_accuracy,final_test_cross_entropy,final_test_explained_variance,final_test_macro_f1,final_test_mae,final_test_mse,final_test_precision_macro,final_test_r2,final_test_recall_macro,init_seed,initial_test_accuracy,initial_test_cross_entropy,initial_test_explained_variance,initial_test_macro_f1,initial_test_mae,initial_test_mse,initial_test_precision_macro,initial_test_r2,initial_test_recall_macro,initial_train_loss,initial_val_loss,model_name,setting,split_seed,task,training_time_total
50.0,7.630272205919027,19.916214913129807,0,0.32230859994888306,diabetes,10,654.0069406609623,132.7320369623535,,,0.15317863555058864,,50.50002961748102,4352.325097995623,,0.15125057883443882,,0,,,0.31787826784882645,,46.8885379748398,3497.87187016807,,0.31787799434291386,,0.3749188780784607,0.3162651062011719,coexplain_soft_zero_padded,ensemble_10,0,regression,5.819030499999997
100.0,6.028728283941746,19.91693940758705,0,0.29516464471817017,diabetes,10,737.5558410848089,34.79024928861657,,,0.11107016345212051,,52.2752883139621,4558.76712723872,,0.11099219994977894,,0,,,0.28401368982464337,,47.911526797862535,3674.994280583577,,0.2833372511928116,,0.33067646622657776,0.28362467885017395,coexplain_soft_zero_padded,ensemble_10,0,regression,5.845070665999998
,40.728693306446075,36.069802433252335,49,0.4728412330150604,diabetes,10,840.3753120153451,2873.6335219895423,,,0.3298672094386593,,47.54800783650259,3436.710972811415,,0.32980501612107405,,0,,,0.00435611363791466,,59.33186014582602,5105.7590620576175,,0.00432298806724396,,0.9971736669540405,0.8786709904670715,djinn,ensemble_10,0,regression,1.9785722919999955
,49.182727456092834,43.542895793914795,49,0.8611872792243958,diabetes,10,2740.1284073615966,2873.6335219895423,,,0.027584462564609002,,58.85953993207953,4991.108253883251,,0.026681108125640396,,0,,,0.00435611363791466,,59.33186014582602,5105.7590620576175,,0.00432298806724396,,0.9971736669540405,0.8786709904670715,djinn_sparse_fixed,ensemble_10,0,regression,2.1797587909999976
0.5,52.004056334495544,51.76345509290695,49,0.9558204412460327,diabetes,10,2912.862908977142,3609.1975253897986,,,0.020808824352035904,,61.03701833660683,5250.097848105806,,-0.023824601635225262,,0,,,0.033300409271748044,,65.82476155141767,6002.66718344877,,-0.1705835806585183,,1.1166800260543823,1.163901925086975,path_expansion,ensemble_10,0,regression,1.4486847499999982
1.0,48.956370651721954,48.53042286634445,49,0.89582359790802,diabetes,10,2639.0844472293356,3285.8574761204486,,,0.06302023267989842,,59.590920094693644,5007.702078128087,,0.023445136913560094,,0,,,0.06770671032844344,,64.13008923477001,5698.981955213687,,-0.11136174959636702,,1.050958275794983,1.090239405632019,path_expansion,ensemble_10,0,regression,1.4730409579999986
2.0,42.91943693161011,42.19779759645462,49,0.7761358618736267,diabetes,10,2084.328302605931,2659.502343683291,,,0.1478579161570195,,56.72801362798455,4533.465646450528,,0.11592625627371922,,0,,,0.13483676585756454,,60.93127081367407,5119.04167341516,,0.0017327383851893918,,0.923362672328949,0.9461661577224731,path_expansion,ensemble_10,0,regression,1.400968082999995
5.0,30.48770922422409,28.929446637630463,49,0.5350303053855896,diabetes,10,960.5572542118091,1337.0060718675177,,,0.2986249084090715,,50.43463606245062,3666.786314404738,,0.28493789139922554,,0,,,0.2741526355592584,,53.296783104371485,3967.14361872591,,0.22636504069401386,,0.6543068289756775,0.6380220055580139,path_expansion,ensemble_10,0,regression,1.4078743330000094
10.0,23.760874152183533,21.485602736473083,49,0.41555747389793396,diabetes,10,407.66368484488606,546.2870915090155,,,0.34380485834777186,,46.685178949591815,3388.2013923822733,,0.3392648973071508,,0,,,0.34155555734755405,,47.79530763090327,3430.4922883517406,,0.3310177253550398,,0.49254873394966125,0.4484771490097046,path_expansion,ensemble_10,0,regression,1.4285111669999964
20.0,20.638451486825943,17.918293744325638,49,0.3568204939365387,diabetes,10,184.7742176409785,209.19998170715155,,,0.3344905199838596,,45.95476909165972,3422.592338318155,,0.3325582991557723,,0,,,0.33957371774045053,,46.056855876794025,3397.6927362170854,,0.33741398488574403,,0.41841819882392883,0.3603222370147705,path_expansion,ensemble_10,0,regression,1.484597917000002
